date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20210307,CA,3501394.0,,,,totalTestsViral,49646014.0,4291.0,,1159.0,,,,,3/7/2021 02:59,2021-03-07T02:59:00Z,03/06 21:59,54124.0,,,2021-03-07T02:59:00Z,49646014.0,,,3501394.0,,,,,,,,,,,,,,,06,3816,0,3501394,133186,3501394,,258,0,63c5c0fd2daef2fb65150e9db486de98ed3f7b72,0,0,0,0,0,
20210306,CA,3497578.0,,,,totalTestsViral,49512828.0,4513.0,,1221.0,,,,,3/6/2021 02:59,2021-03-06T02:59:00Z,03/05 21:59,53866.0,,,2021-03-06T02:59:00Z,49512828.0,,,3497578.0,,,,,,,,,,,,,,,06,4452,0,3497578,218325,3497578,,418,0,54b454d1890500b58f2f6b964b37bc373242b0dc,0,0,0,0,0,
20210305,CA,3493126.0,,,,totalTestsViral,49294503.0,4714.0,,1236.0,,,,,3/5/2021 02:59,2021-03-05T02:59:00Z,03/04 21:59,53448.0,,,2021-03-05T02:59:00Z,49294503.0,,,3493126.0,,,,,,,,,,,,,,,06,4659,0,3493126,146818,3493126,,400,0,255ceaacd8aef4c38fd655917cba2f7806784c0a,0,0,0,0,0,
20210304,CA,3488467.0,,,,totalTestsViral,49147685.0,4967.0,,1327.0,,,,,3/4/2021 02:59,2021-03-04T02:59:00Z,03/03 21:59,53048.0,,,2021-03-04T02:59:00Z,49147685.0,,,3488467.0,,,,,,,,,,,,,,,06,3504,0,3488467,119637,3488467,,273,0,cc0edfeae13c59b87ec961d01dac49137a894da9,0,0,0,0,0,
20210303,CA,3484963.0,,,,totalTestsViral,49028048.0,5110.0,,1403.0,,,,,3/3/2021 02:59,2021-03-03T02:59:00Z,03/02 21:59,52775.0,,,2021-03-03T02:59:00Z,49028048.0,,,3484963.0,,,,,,,,,,,,,,,06,3352,0,3484963,130858,3484963,,278,0,7a6abcae85445835536365a8f820794cf8f4359f,0,0,0,0,0,
20210302,CA,3481611.0,,,,totalTestsViral,48897190.0,5302.0,,1452.0,,,,,3/2/2021 02:59,2021-03-02T02:59:00Z,03/01 21:59,52497.0,,,2021-03-02T02:59:00Z,48897190.0,,,3481611.0,,,,,,,,,,,,,,,06,2533,0,3481611,184514,3481611,,303,0,963d890fa5f8622cb9b288e7bb60da38a7ffd8f0,0,0,0,0,0,
20210301,CA,3479078.0,,,,totalTestsViral,48712676.0,5409.0,,1518.0,,,,,3/1/2021 02:59,2021-03-01T02:59:00Z,02/28 21:59,52194.0,,,2021-03-01T02:59:00Z,48712676.0,,,3479078.0,,,,,,,,,,,,,,,06,3516,0,3479078,243570,3479078,,215,0,cbb13ac41ca245c4649c9d77d73473d58d3af45c,0,0,0,0,0,
20210228,CA,3475562.0,,,,totalTestsViral,48469106.0,5674.0,,1585.0,,,,,2/28/2021 02:59,2021-02-28T02:59:00Z,02/27 21:59,51979.0,,,2021-02-28T02:59:00Z,48469106.0,,,3475562.0,,,,,,,,,,,,,,,06,4685,0,3475562,249616,3475562,,158,0,f86022de4fee5f9beb5dcdd2ff96204d277018ba,0,0,0,0,0,
20210227,CA,3470877.0,,,,totalTestsViral,48219490.0,5897.0,,1651.0,,,,,2/27/2021 02:59,2021-02-27T02:59:00Z,02/26 21:59,51821.0,,,2021-02-27T02:59:00Z,48219490.0,,,3470877.0,,,,,,,,,,,,,,,06,5151,0,3470877,223914,3470877,,439,0,c79aae28d74b617e7cdecfe1a0e75623c959873e,0,0,0,0,0,
20210226,CA,3465726.0,,,,totalTestsViral,47995576.0,6152.0,,1725.0,,,,,2/26/2021 02:59,2021-02-26T02:59:00Z,02/25 21:59,51382.0,,,2021-02-26T02:59:00Z,47995576.0,,,3465726.0,,,,,,,,,,,,,,,06,5400,0,3465726,181416,3465726,,391,0,33da607366c7b8cb540e076db4fa0fe5558dab40,0,0,0,0,0,
20210225,CA,3460326.0,,,,totalTestsViral,47814160.0,6520.0,,1783.0,,,,,2/25/2021 02:59,2021-02-25T02:59:00Z,02/24 21:59,50991.0,,,2021-02-25T02:59:00Z,47814160.0,,,3460326.0,,,,,,,,,,,,,,,06,4965,0,3460326,161988,3460326,,1114,0,bce670e1f77d291fe88e6c27fb7d161307edb988,0,0,0,0,0,
20210224,CA,3455361.0,,,,totalTestsViral,47652172.0,6764.0,,1842.0,,,,,2/24/2021 02:59,2021-02-24T02:59:00Z,02/23 21:59,49877.0,,,2021-02-24T02:59:00Z,47652172.0,,,3455361.0,,,,,,,,,,,,,,,06,5303,0,3455361,138805,3455361,,314,0,73cbf2d1ea6a9377fc80bad073db69cfc87adb38,0,0,0,0,0,
20210223,CA,3450058.0,,,,totalTestsViral,47513367.0,6908.0,,1898.0,,,,,2/23/2021 02:59,2021-02-23T02:59:00Z,02/22 21:59,49563.0,,,2021-02-23T02:59:00Z,47513367.0,,,3450058.0,,,,,,,,,,,,,,,06,3447,0,3450058,192565,3450058,,225,0,a44200418a0f406f666557f573e7830ab72951b8,0,0,0,0,0,
20210222,CA,3446611.0,,,,totalTestsViral,47320802.0,7165.0,,2010.0,,,,,2/22/2021 02:59,2021-02-22T02:59:00Z,02/21 21:59,49338.0,,,2021-02-22T02:59:00Z,47320802.0,,,3446611.0,,,,,,,,,,,,,,,06,4665,0,3446611,277454,3446611,,233,0,07a49b9daf1067ba9373d228baede6ec9558469c,0,0,0,0,0,
20210221,CA,3441946.0,,,,totalTestsViral,47043348.0,7313.0,,2073.0,,,,,2/21/2021 02:59,2021-02-21T02:59:00Z,02/20 21:59,49105.0,,,2021-02-21T02:59:00Z,47043348.0,,,3441946.0,,,,,,,,,,,,,,,06,6760,0,3441946,229472,3441946,,280,0,2edcbb0b1b1772e25f47d0cc1c8f09efd176bf40,0,0,0,0,0,
20210220,CA,3435186.0,,,,totalTestsViral,46813876.0,7747.0,,2168.0,,,,,2/20/2021 02:59,2021-02-20T02:59:00Z,02/19 21:59,48825.0,,,2021-02-20T02:59:00Z,46813876.0,,,3435186.0,,,,,,,,,,,,,,,06,6668,0,3435186,192222,3435186,,481,0,e44d1c78e10eab99d518261aca2a6a0ed1e6b121,0,0,0,0,0,
20210219,CA,3428518.0,,,,totalTestsViral,46621654.0,8156.0,,2291.0,,,,,2/19/2021 02:59,2021-02-19T02:59:00Z,02/18 21:59,48344.0,,,2021-02-19T02:59:00Z,46621654.0,,,3428518.0,,,,,,,,,,,,,,,06,6798,0,3428518,117399,3428518,,420,0,a146bb437f7b145a3688886430cb3ca61363a2c8,0,0,0,0,0,
20210218,CA,3421720.0,,,,totalTestsViral,46504255.0,8566.0,,2427.0,,,,,2/18/2021 02:59,2021-02-18T02:59:00Z,02/17 21:59,47924.0,,,2021-02-18T02:59:00Z,46504255.0,,,3421720.0,,,,,,,,,,,,,,,06,5573,0,3421720,119323,3421720,,417,0,534fa03ec2ea349732dd76e6335724b5edf2eeb9,0,0,0,0,0,
20210217,CA,3416147.0,,,,totalTestsViral,46384932.0,8855.0,,2533.0,,,,,2/17/2021 02:59,2021-02-17T02:59:00Z,02/16 21:59,47507.0,,,2021-02-17T02:59:00Z,46384932.0,,,3416147.0,,,,,,,,,,,,,,,06,4090,0,3416147,157207,3416147,,400,0,2b1a7ea35489c950b2c1e95401128da022cf392c,0,0,0,0,0,
20210216,CA,3412057.0,,,,totalTestsViral,46227725.0,9075.0,,2604.0,,,,,2/16/2021 02:59,2021-02-16T02:59:00Z,02/15 21:59,47107.0,,,2021-02-16T02:59:00Z,46227725.0,,,3412057.0,,,,,,,,,,,,,,,06,5692,0,3412057,263598,3412057,,64,0,c2bbb3f210b244f4ffb60dc7f235a2b295304eba,0,0,0,0,0,
20210215,CA,3406365.0,,,,totalTestsViral,45964127.0,9299.0,,2650.0,,,,,2/15/2021 02:59,2021-02-15T02:59:00Z,02/14 21:59,47043.0,,,2021-02-15T02:59:00Z,45964127.0,,,3406365.0,,,,,,,,,,,,,,,06,6487,0,3406365,260910,3406365,,200,0,8de6c6b00b7532ee51aab40b0e88d90eea899d42,0,0,0,0,0,
20210214,CA,3399878.0,,,,totalTestsViral,45703217.0,9636.0,,2733.0,,,,,2/14/2021 02:59,2021-02-14T02:59:00Z,02/13 21:59,46843.0,,,2021-02-14T02:59:00Z,45703217.0,,,3399878.0,,,,,,,,,,,,,,,06,8842,0,3399878,291580,3399878,,408,0,062ce3937ed60ea6349252907ce0b85ab8b6e70b,0,0,0,0,0,
20210213,CA,3391036.0,,,,totalTestsViral,45411637.0,9998.0,,2808.0,,,,,2/13/2021 02:59,2021-02-13T02:59:00Z,02/12 21:59,46435.0,,,2021-02-13T02:59:00Z,45411637.0,,,3391036.0,,,,,,,,,,,,,,,06,9421,0,3391036,286196,3391036,,433,0,93153b4286e93fbeb11e264e90570a28b14e1fc5,0,0,0,0,0,
20210212,CA,3381615.0,,,,totalTestsViral,45125441.0,10505.0,,2930.0,,,,,2/12/2021 02:59,2021-02-12T02:59:00Z,02/11 21:59,46002.0,,,2021-02-12T02:59:00Z,45125441.0,,,3381615.0,,,,,,,,,,,,,,,06,10059,0,3381615,201460,3381615,,546,0,5a131108da354a5e8d66a1f1e9c6ac3455e47d60,0,0,0,0,0,
20210211,CA,3371556.0,,,,totalTestsViral,44923981.0,11045.0,,2996.0,,,,,2/11/2021 02:59,2021-02-11T02:59:00Z,02/10 21:59,45456.0,,,2021-02-11T02:59:00Z,44923981.0,,,3371556.0,,,,,,,,,,,,,,,06,8575,0,3371556,153380,3371556,,461,0,5e5196b50b377f18d0d12d832b9ac069e2b432fd,0,0,0,0,0,
20210210,CA,3362981.0,,,,totalTestsViral,44770601.0,11516.0,,3127.0,,,,,2/10/2021 02:59,2021-02-10T02:59:00Z,02/09 21:59,44995.0,,,2021-02-10T02:59:00Z,44770601.0,,,3362981.0,,,,,,,,,,,,,,,06,8390,0,3362981,187297,3362981,,518,0,57faf12cf272b8c19a34e7e21dae867bb362b12a,0,0,0,0,0,
20210209,CA,3354591.0,,,,totalTestsViral,44583304.0,11904.0,,3264.0,,,,,2/9/2021 02:59,2021-02-09T02:59:00Z,02/08 21:59,44477.0,,,2021-02-09T02:59:00Z,44583304.0,,,3354591.0,,,,,,,,,,,,,,,06,8251,0,3354591,259754,3354591,,327,0,5f6ec0c9988b56d4f88e54c019964b2318e8b7dd,0,0,0,0,0,
20210208,CA,3346340.0,,,,totalTestsViral,44323550.0,12085.0,,3313.0,,,,,2/8/2021 02:59,2021-02-08T02:59:00Z,02/07 21:59,44150.0,,,2021-02-08T02:59:00Z,44323550.0,,,3346340.0,,,,,,,,,,,,,,,06,10414,0,3346340,329228,3346340,,208,0,d51ece10c85f4cfc5da0ec7bb8491fd373071c49,0,0,0,0,0,
20210207,CA,3335926.0,,,,totalTestsViral,43994322.0,12476.0,,3339.0,,,,,2/7/2021 02:59,2021-02-07T02:59:00Z,02/06 21:59,43942.0,,,2021-02-07T02:59:00Z,43994322.0,,,3335926.0,,,,,,,,,,,,,,,06,15064,0,3335926,275167,3335926,,295,0,f3dbd19debf8f4b02a2e108634b6fc2c39029cce,0,0,0,0,0,
20210206,CA,3320862.0,,,,totalTestsViral,43719155.0,13137.0,,3479.0,,,,,2/6/2021 02:59,2021-02-06T02:59:00Z,02/05 21:59,43647.0,,,2021-02-06T02:59:00Z,43719155.0,,,3320862.0,,,,,,,,,,,,,,,06,12394,0,3320862,286051,3320862,,623,0,a1bfe0a7646ffe462ada335027484bee358d42c1,0,0,0,0,0,
20210205,CA,3308468.0,,,,totalTestsViral,43433104.0,13672.0,,3527.0,,,,,2/5/2021 02:59,2021-02-05T02:59:00Z,02/04 21:59,43024.0,,,2021-02-05T02:59:00Z,43433104.0,,,3308468.0,,,,,,,,,,,,,,,06,14021,0,3308468,197777,3308468,,558,0,683619270539aa2b9cd8323c7afb6f8e4c6367fc,0,0,0,0,0,
20210204,CA,3294447.0,,,,totalTestsViral,43235327.0,14138.0,,3756.0,,,,,2/4/2021 02:59,2021-02-04T02:59:00Z,02/03 21:59,42466.0,,,2021-02-04T02:59:00Z,43235327.0,,,3294447.0,,,,,,,,,,,,,,,06,13176,0,3294447,168094,3294447,,655,0,3ada6711dc080bcc94bee5a4727805e962ae17c5,0,0,0,0,0,
20210203,CA,3281271.0,,,,totalTestsViral,43067233.0,14578.0,,3772.0,,,,,2/3/2021 02:59,2021-02-03T02:59:00Z,02/02 21:59,41811.0,,,2021-02-03T02:59:00Z,43067233.0,,,3281271.0,,,,,,,,,,,,,,,06,10501,0,3281271,215342,3281271,,481,0,1f7f4e6b3997808d9b06fdbe17de2db47665ea05,0,0,0,0,0,
20210202,CA,3270770.0,,,,totalTestsViral,42851891.0,14999.0,,3894.0,,,,,2/2/2021 02:59,2021-02-02T02:59:00Z,02/01 21:59,41330.0,,,2021-02-02T02:59:00Z,42851891.0,,,3270770.0,,,,,,,,,,,,,,,06,12064,0,3270770,282698,3270770,,422,0,8d140ec52ebfa15fae6f23199ee7139e1ddde5bb,0,0,0,0,0,
20210201,CA,3258706.0,,,,totalTestsViral,42569193.0,15212.0,,3949.0,,,,,2/1/2021 02:59,2021-02-01T02:59:00Z,01/31 21:59,40908.0,,,2021-02-01T02:59:00Z,42569193.0,,,3258706.0,,,,,,,,,,,,,,,06,15358,0,3258706,290175,3258706,,211,0,3d167c11269d4ee78daaef02a17fc8b3bd7ac66f,0,0,0,0,0,
20210131,CA,3243348.0,,,,totalTestsViral,42279018.0,15676.0,,4047.0,,,,,1/31/2021 02:59,2021-01-31T02:59:00Z,01/30 21:59,40697.0,,,2021-01-31T02:59:00Z,42279018.0,,,3243348.0,,,,,,,,,,,,,,,06,18974,0,3243348,298562,3243348,,481,0,6968f5ac0218e21ded6277878305ac7567bef40a,0,0,0,0,0,
20210130,CA,3224374.0,,,,totalTestsViral,41980456.0,15941.0,,4042.0,,,,,1/30/2021 02:59,2021-01-30T02:59:00Z,01/29 21:59,40216.0,,,2021-01-30T02:59:00Z,41980456.0,,,3224374.0,,,,,,,,,,,,,,,06,18427,0,3224374,303051,3224374,,638,0,c630c11b639060cb82ebec36c11ca04576557778,0,0,0,0,0,
20210129,CA,3205947.0,,,,totalTestsViral,41677405.0,16581.0,,4232.0,,,,,1/29/2021 02:59,2021-01-29T02:59:00Z,01/28 21:59,39578.0,,,2021-01-29T02:59:00Z,41677405.0,,,3205947.0,,,,,,,,,,,,,,,06,19337,0,3205947,206771,3205947,,617,0,6f6e2bc7269c84a1feb31a2c4956edea0808711a,0,0,0,0,0,
20210128,CA,3186610.0,,,,totalTestsViral,41470634.0,17143.0,,4283.0,,,,,1/28/2021 02:59,2021-01-28T02:59:00Z,01/27 21:59,38961.0,,,2021-01-28T02:59:00Z,41470634.0,,,3186610.0,,,,,,,,,,,,,,,06,16696,0,3186610,218152,3186610,,737,0,8125e4ee10dcf1335a0e34b5a1def08afcd7df86,0,0,0,0,0,
20210127,CA,3169914.0,,,,totalTestsViral,41252482.0,17710.0,,4375.0,,,,,1/27/2021 02:59,2021-01-27T02:59:00Z,01/26 21:59,38224.0,,,2021-01-27T02:59:00Z,41252482.0,,,3169914.0,,,,,,,,,,,,,,,06,16728,0,3169914,241712,3169914,,697,0,695c9f0d931c08982829246f755509eca186e05b,0,0,0,0,0,
20210126,CA,3153186.0,,,,totalTestsViral,41010770.0,18039.0,,4384.0,,,,,1/26/2021 02:59,2021-01-26T02:59:00Z,01/25 21:59,37527.0,,,2021-01-26T02:59:00Z,41010770.0,,,3153186.0,,,,,,,,,,,,,,,06,17028,0,3153186,321862,3153186,,409,0,f3b9ab10027bbc2dec14258dcd1d5c035ab164c3,0,0,0,0,0,
20210125,CA,3136158.0,,,,totalTestsViral,40688908.0,18347.0,,4475.0,,,,,1/25/2021 02:59,2021-01-25T02:59:00Z,01/24 21:59,37118.0,,,2021-01-25T02:59:00Z,40688908.0,,,3136158.0,,,,,,,,,,,,,,,06,27007,0,3136158,403193,3136158,,328,0,1b4adf10e6914591075f6938edb3bcc48fa84307,0,0,0,0,0,
20210124,CA,3109151.0,,,,totalTestsViral,40285715.0,18638.0,,4542.0,,,,,1/24/2021 02:59,2021-01-24T02:59:00Z,01/23 21:59,36790.0,,,2021-01-24T02:59:00Z,40285715.0,,,3109151.0,,,,,,,,,,,,,,,06,24111,0,3109151,315596,3109151,,429,0,88bdbc986d96ceb587e89fd0f46142c736ac8226,0,0,0,0,0,
20210123,CA,3085040.0,,,,totalTestsViral,39970119.0,19293.0,,4641.0,,,,,1/23/2021 02:59,2021-01-23T02:59:00Z,01/22 21:59,36361.0,,,2021-01-23T02:59:00Z,39970119.0,,,3085040.0,,,,,,,,,,,,,,,06,22972,0,3085040,244280,3085040,,593,0,c0de4d2f413b691ba86f8d707936d5d1109f8638,0,0,0,0,0,
20210122,CA,3062068.0,,,,totalTestsViral,39725839.0,19855.0,,4718.0,,,,,1/22/2021 02:59,2021-01-22T02:59:00Z,01/21 21:59,35768.0,,,2021-01-22T02:59:00Z,39725839.0,,,3062068.0,,,,,,,,,,,,,,,06,23024,0,3062068,213083,3062068,,764,0,bcfbd4b9f46a9073bb57183670358f00ab06d1a8,0,0,0,0,0,
20210121,CA,3039044.0,,,,totalTestsViral,39512756.0,20408.0,,4746.0,,,,,1/21/2021 02:59,2021-01-21T02:59:00Z,01/20 21:59,35004.0,,,2021-01-21T02:59:00Z,39512756.0,,,3039044.0,,,,,,,,,,,,,,,06,19673,0,3039044,224393,3039044,,571,0,7fd1fbc07f01283409f619607e450c5ff8848663,0,0,0,0,0,
20210120,CA,3019371.0,,,,totalTestsViral,39288363.0,20814.0,,4758.0,,,,,1/20/2021 02:59,2021-01-20T02:59:00Z,01/19 21:59,34433.0,,,2021-01-20T02:59:00Z,39288363.0,,,3019371.0,,,,,,,,,,,,,,,06,22403,0,3019371,263820,3019371,,694,0,699e12892fa47fadf315b0eb6d23be74cf9575e7,0,0,0,0,0,
20210119,CA,2996968.0,,,,totalTestsViral,39024543.0,20942.0,,4793.0,,,,,1/19/2021 02:59,2021-01-19T02:59:00Z,01/18 21:59,33739.0,,,2021-01-19T02:59:00Z,39024543.0,,,2996968.0,,,,,,,,,,,,,,,06,23794,0,2996968,368787,2996968,,146,0,1faf8056e79a8a6a7dd9d1b4d618000f8a3a1f18,0,0,0,0,0,
20210118,CA,2973174.0,,,,totalTestsViral,38655756.0,20968.0,,4826.0,,,,,1/18/2021 02:59,2021-01-18T02:59:00Z,01/17 21:59,33593.0,,,2021-01-18T02:59:00Z,38655756.0,,,2973174.0,,,,,,,,,,,,,,,06,30699,0,2973174,427141,2973174,,201,0,033e2a330635aa492f5a5c695eaa625a16fa37b2,0,0,0,0,0,
20210117,CA,2942475.0,,,,totalTestsViral,38228615.0,21143.0,,4820.0,,,,,1/17/2021 02:59,2021-01-17T02:59:00Z,01/16 21:59,33392.0,,,2021-01-17T02:59:00Z,38228615.0,,,2942475.0,,,,,,,,,,,,,,,06,42229,0,2942475,426360,2942475,,432,0,af428f7836e1a9a033cfb098aff8177a39460515,0,0,0,0,0,
20210116,CA,2900246.0,,,,totalTestsViral,37802255.0,21579.0,,4846.0,,,,,1/16/2021 02:59,2021-01-16T02:59:00Z,01/15 21:59,32960.0,,,2021-01-16T02:59:00Z,37802255.0,,,2900246.0,,,,,,,,,,,,,,,06,40622,0,2900246,352719,2900246,,669,0,2008a79eda0b45f0771f066585443999b9caed36,0,0,0,0,0,
20210115,CA,2859624.0,,,,totalTestsViral,37449536.0,21856.0,,4833.0,,,,,1/15/2021 02:59,2021-01-15T02:59:00Z,01/14 21:59,32291.0,,,2021-01-15T02:59:00Z,37449536.0,,,2859624.0,,,,,,,,,,,,,,,06,42655,0,2859624,319170,2859624,,637,0,df8858dbbabcc23faca3387a1555b929b95b9f48,0,0,0,0,0,
20210114,CA,2816969.0,,,,totalTestsViral,37130366.0,22210.0,,4878.0,,,,,1/14/2021 02:59,2021-01-14T02:59:00Z,01/13 21:59,31654.0,,,2021-01-14T02:59:00Z,37130366.0,,,2816969.0,,,,,,,,,,,,,,,06,35930,0,2816969,287715,2816969,,552,0,4098999b98c4dd570cc187785d24384d50f7d11f,0,0,0,0,0,
20210113,CA,2781039.0,,,,totalTestsViral,36842651.0,22550.0,,4929.0,,,,,1/13/2021 02:59,2021-01-13T02:59:00Z,01/12 21:59,31102.0,,,2021-01-13T02:59:00Z,36842651.0,,,2781039.0,,,,,,,,,,,,,,,06,33751,0,2781039,334267,2781039,,589,0,a7effcd945a64b2c0d246213102775076f20319e,0,0,0,0,0,
20210112,CA,2747288.0,,,,totalTestsViral,36508384.0,22665.0,,4962.0,,,,,1/12/2021 02:59,2021-01-12T02:59:00Z,01/11 21:59,30513.0,,,2021-01-12T02:59:00Z,36508384.0,,,2747288.0,,,,,,,,,,,,,,,06,36487,0,2747288,337856,2747288,,548,0,78ee1c70b80d3463ba4ff8882c2bd9bd1c234079,0,0,0,0,0,
20210111,CA,2710801.0,,,,totalTestsViral,36170528.0,22633.0,,4971.0,,,,,1/11/2021 02:59,2021-01-11T02:59:00Z,01/10 21:59,29965.0,,,2021-01-11T02:59:00Z,36170528.0,,,2710801.0,,,,,,,,,,,,,,,06,39839,0,2710801,343704,2710801,,264,0,4d2de809f22df82eaea9e5f0428d7b61a561018a,0,0,0,0,0,
20210110,CA,2670962.0,,,,totalTestsViral,35826824.0,22513.0,,4965.0,,,,,1/10/2021 02:59,2021-01-10T02:59:00Z,01/09 21:59,29701.0,,,2021-01-10T02:59:00Z,35826824.0,,,2670962.0,,,,,,,,,,,,,,,06,49685,0,2670962,473076,2670962,,468,0,0e624e7c01da226840bf76ff8a6e0f25c9b39540,0,0,0,0,0,
20210109,CA,2621277.0,,,,totalTestsViral,35353748.0,22600.0,,4939.0,,,,,1/9/2021 02:59,2021-01-09T02:59:00Z,01/08 21:59,29233.0,,,2021-01-09T02:59:00Z,35353748.0,,,2621277.0,,,,,,,,,,,,,,,06,52636,0,2621277,326418,2621277,,695,0,1dd2c2ced252da8bbd2e7e493e1c29a1318f428b,0,0,0,0,0,
20210108,CA,2568641.0,,,,totalTestsViral,35027330.0,22836.0,,4905.0,,,,,1/8/2021 02:59,2021-01-08T02:59:00Z,01/07 21:59,28538.0,,,2021-01-08T02:59:00Z,35027330.0,,,2568641.0,,,,,,,,,,,,,,,06,50030,0,2568641,266975,2568641,,493,0,87ac0a2bf0d27f547a774ecfb00d01f41a51bb1d,0,0,0,0,0,
20210107,CA,2518611.0,,,,totalTestsViral,34760355.0,22851.0,,4811.0,,,,,1/7/2021 02:59,2021-01-07T02:59:00Z,01/06 21:59,28045.0,,,2021-01-07T02:59:00Z,34760355.0,,,2518611.0,,,,,,,,,,,,,,,06,36385,0,2518611,211734,2518611,,583,0,10e92a63487e0e0e9c1aede27a9cb9de79fd9d8a,0,0,0,0,0,
20210106,CA,2482226.0,,,,totalTestsViral,34548621.0,22820.0,,4731.0,,,,,1/6/2021 02:59,2021-01-06T02:59:00Z,01/05 21:59,27462.0,,,2021-01-06T02:59:00Z,34548621.0,,,2482226.0,,,,,,,,,,,,,,,06,29892,0,2482226,217837,2482226,,459,0,62fef3aaf45923d53958fecc93fcf62aea433c34,0,0,0,0,0,
20210105,CA,2452334.0,,,,totalTestsViral,34330784.0,22485.0,,4734.0,,,,,1/5/2021 02:59,2021-01-05T02:59:00Z,01/04 21:59,27003.0,,,2021-01-05T02:59:00Z,34330784.0,,,2452334.0,,,,,,,,,,,,,,,06,31440,0,2452334,203771,2452334,,368,0,9d99bd64df6ad32a25764c7606f22785be11dd6c,0,0,0,0,0,
20210104,CA,2420894.0,,,,totalTestsViral,34127013.0,22003.0,,4671.0,,,,,1/4/2021 02:59,2021-01-04T02:59:00Z,01/03 21:59,26635.0,,,2021-01-04T02:59:00Z,34127013.0,,,2420894.0,,,,,,,,,,,,,,,06,29633,0,2420894,314227,2420894,,97,0,e8b62c129351d2e72a267dec0721e08e517c3d1b,0,0,0,0,0,
20210103,CA,2391261.0,,,,totalTestsViral,33812786.0,21510.0,,4613.0,,,,,1/3/2021 02:59,2021-01-03T02:59:00Z,01/02 21:59,26538.0,,,2021-01-03T02:59:00Z,33812786.0,,,2391261.0,,,,,,,,,,,,,,,06,45352,0,2391261,421344,2391261,,181,0,452574df789d7e0a6e7f611e2371e91cdf668afe,0,0,0,0,0,
20210102,CA,2345909.0,,,,totalTestsViral,33391442.0,21213.0,,4606.0,,,,,1/2/2021 02:59,2021-01-02T02:59:00Z,01/01 21:59,26357.0,,,2021-01-02T02:59:00Z,33391442.0,,,2345909.0,,,,,,,,,,,,,,,06,53341,0,2345909,333131,2345909,,386,0,72e399e44f654526f965b8a28087b892f566131c,0,0,0,0,0,
20210101,CA,2292568.0,,,,totalTestsViral,33058311.0,21433.0,,4618.0,,,,,1/1/2021 02:59,2021-01-01T02:59:00Z,12/31 21:59,25971.0,,,2021-01-01T02:59:00Z,33058311.0,,,2292568.0,,,,,,,,,,,,,,,06,47189,0,2292568,202829,2292568,,585,0,41c15cbdf0c3e92422ea3f29e13cd1571a8a01f6,0,0,0,0,0,
20201231,CA,2245379.0,,,,totalTestsViral,32855482.0,21449.0,,4518.0,,,,,12/31/2020 02:59,2020-12-31T02:59:00Z,12/30 21:59,25386.0,,,2020-12-31T02:59:00Z,32855482.0,,,2245379.0,,,,,,,,,,,,,,,06,27237,0,2245379,232406,2245379,,428,0,5640919df27ff8214a8f656cc03287866e50d9ac,0,0,0,0,0,
20201230,CA,2218142.0,,,,totalTestsViral,32623076.0,21433.0,,4478.0,,,,,12/30/2020 02:59,2020-12-30T02:59:00Z,12/29 21:59,24958.0,,,2020-12-30T02:59:00Z,32623076.0,,,2218142.0,,,,,,,,,,,,,,,06,30921,0,2218142,248605,2218142,,432,0,c9db25c93d210f664e189cd8cb1633423a710a0c,0,0,0,0,0,
20201229,CA,2187221.0,,,,totalTestsViral,32374471.0,21240.0,,4390.0,,,,,12/29/2020 02:59,2020-12-29T02:59:00Z,12/28 21:59,24526.0,,,2020-12-29T02:59:00Z,32374471.0,,,2187221.0,,,,,,,,,,,,,,,06,31245,0,2187221,245955,2187221,,242,0,dd58ea0f3237bef5fb129c3915cf861916d844b6,0,0,0,0,0,
20201228,CA,2155976.0,,,,totalTestsViral,32128516.0,20642.0,,4360.0,,,,,12/28/2020 02:59,2020-12-28T02:59:00Z,12/27 21:59,24284.0,,,2020-12-28T02:59:00Z,32128516.0,,,2155976.0,,,,,,,,,,,,,,,06,33170,0,2155976,301820,2155976,,64,0,8e63ebe4fcd5eba289138b732ff3be29dc972d2e,0,0,0,0,0,
20201227,CA,2122806.0,,,,totalTestsViral,31826696.0,20059.0,,4214.0,,,,,12/27/2020 02:59,2020-12-27T02:59:00Z,12/26 21:59,24220.0,,,2020-12-27T02:59:00Z,31826696.0,,,2122806.0,,,,,,,,,,,,,,,06,50141,0,2122806,380154,2122806,,237,0,01ddb7c84e3af0fbcdd0f1b5d52fa3455e803cd5,0,0,0,0,0,
