date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200422,CA,35396.0,,,,totalTestsViral,465327.0,4984.0,,1551.0,,,,,4/21/2020 00:00,2020-04-21T00:00:00Z,04/20 20:00,1354.0,,,2020-04-21T00:00:00Z,465327.0,,,35396.0,,,,,,,,,,,,,,,06,2135,-266839,35396,165227,35396,,86,0,3b17466e643f37b2095c6ee3729296ce3891ec2d,0,0,0,0,0,
20200421,CA,33261.0,,266839.0,,totalTestsViral,300100.0,4886.0,,1502.0,,,,,4/21/2020 00:00,2020-04-21T00:00:00Z,04/20 20:00,1268.0,,,2020-04-21T00:00:00Z,300100.0,,,33261.0,,,,,,,,,,,,,,,06,2283,7317,300100,9600,300100,,60,0,e3a9295130fdad188ae9e973a401ccc63168aec8,0,0,0,0,0,
20200420,CA,30978.0,,259522.0,,totalTestsViral,290500.0,4674.0,,1480.0,,,,,4/19/2020 00:00,2020-04-19T00:00:00Z,04/18 20:00,1208.0,,,2020-04-19T00:00:00Z,290500.0,,,30978.0,,,,,,,,,,,,,,,06,645,8955,290500,9600,290500,,42,0,9c126f0eda76cd79db89f4bc759b71aea41543e3,0,0,0,0,0,
20200419,CA,30333.0,,250567.0,7200.0,totalTestsViral,280900.0,4731.0,,1457.0,,,,,4/18/2020 00:00,2020-04-18T00:00:00Z,04/17 20:00,1166.0,,,2020-04-18T00:00:00Z,280900.0,,,30333.0,,,,,,,,,,,,,,,06,1370,19864,288100,21234,280900,,94,0,3c1e60dd944712983389d99462b72f738fd8b303,0,0,0,0,0,
20200418,CA,28963.0,,230703.0,7200.0,totalTestsViral,259666.0,4936.0,,1490.0,,,,,4/17/2020 00:00,2020-04-17T00:00:00Z,04/16 20:00,1072.0,,,2020-04-17T00:00:00Z,259666.0,,,28963.0,,,,,,,,,,,,,,,06,1435,6617,266866,8052,259666,,87,0,12391cadc172e5e7dc41ecc1582db6613d24e473,0,0,0,0,0,
20200417,CA,27528.0,,224086.0,7200.0,totalTestsViral,251614.0,4892.0,,1484.0,,,,,4/17/2020 00:00,2020-04-17T00:00:00Z,04/16 20:00,985.0,,,2020-04-17T00:00:00Z,251614.0,,,27528.0,,,,,,,,,,,,,,,06,1346,3868,258814,5214,251614,,95,0,e1670277c8ba735e2b59599e9ec275f1b5b84d87,0,0,0,0,0,
20200416,CA,26182.0,,220218.0,13200.0,totalTestsViral,246400.0,5031.0,,1568.0,,,,,4/15/2020 00:00,2020-04-15T00:00:00Z,04/14 20:00,890.0,,,2020-04-15T00:00:00Z,246400.0,,,26182.0,,,,,,,,,,,,,,,06,1758,28156,259600,29914,246400,,69,0,9f5f0d435c0c53b4664510a6fd9b177230da4f06,0,0,0,0,0,
20200415,CA,24424.0,,192062.0,13200.0,totalTestsViral,216486.0,5163.0,,1175.0,,,,,4/14/2020 00:00,2020-04-14T00:00:00Z,04/13 20:00,821.0,,,2020-04-14T00:00:00Z,216486.0,,,24424.0,,,,,,,,,,,,,,,06,1086,13192,229686,14278,216486,,63,0,a82abc8cca400221b60a5e36158dace17404eeb3,0,0,0,0,0,
20200414,CA,23338.0,,178870.0,13200.0,totalTestsViral,202208.0,5163.0,,1552.0,,,,,4/13/2020 00:00,2020-04-13T00:00:00Z,04/12 20:00,758.0,,,2020-04-13T00:00:00Z,202208.0,,,23338.0,,,,,,,,,,,,,,,06,990,10336,215408,11326,202208,,71,0,6a50d2745591c7dee79b421d7801adfddf30bcca,0,0,0,0,0,
20200413,CA,22348.0,,168534.0,13200.0,totalTestsViral,190882.0,3015.0,,1178.0,,,,,4/12/2020 00:00,2020-04-12T00:00:00Z,04/11 20:00,687.0,,,2020-04-12T00:00:00Z,190882.0,,,22348.0,,,,,,,,,,,,,,,06,554,0,204082,554,190882,,36,0,fd2063ef37704c22cb68165d6efc4cde3b7b6b23,0,0,0,0,0,
20200412,CA,21794.0,,168534.0,13200.0,totalTestsViral,190328.0,5234.0,,1539.0,,,,,4/11/2020 00:00,2020-04-11T00:00:00Z,04/10 20:00,651.0,,,2020-04-11T00:00:00Z,190328.0,,,21794.0,,,,,,,,,,,,,,,06,1179,15930,203528,17109,190328,,42,0,8cc21a3fbc33723a82a1e726361d06a427f20cfa,0,0,0,0,0,
20200411,CA,20615.0,,152604.0,13200.0,totalTestsViral,173219.0,5236.0,,1591.0,,,,,4/9/2020 00:00,2020-04-09T00:00:00Z,04/08 20:00,609.0,,,2020-04-09T00:00:00Z,173219.0,,,20615.0,,,,,,,,,,,,,,,06,1143,7213,186419,8356,173219,,68,0,5481205e4a37a3c5ab871a87c96f597254592ddf,0,0,0,0,0,
20200410,CA,19472.0,,145391.0,13900.0,totalTestsViral,164863.0,2897.0,,1145.0,,,,,4/9/2020 00:00,2020-04-09T00:00:00Z,04/08 20:00,541.0,,,2020-04-09T00:00:00Z,164863.0,,,19472.0,,,,,,,,,,,,,,,06,1163,200,178763,1363,164863,,49,0,156e1347ce2ffe7cb70b08c0634857e7c8923982,0,0,0,0,0,
20200409,CA,18309.0,,145191.0,14100.0,totalTestsViral,163500.0,2825.0,,1132.0,,,,,4/8/2020 19:00,2020-04-08T19:00:00Z,04/08 15:00,492.0,,,2020-04-08T19:00:00Z,163500.0,,,18309.0,,,,,,,,,,,,,,,06,1352,17884,177600,19236,163500,,50,0,a1361d3fbbf49561e9f34f436b265adcba810e90,0,0,0,0,0,
20200408,CA,16957.0,,127307.0,14600.0,totalTestsViral,144264.0,2714.0,,1154.0,,,,,4/7/2020 18:00,2020-04-07T18:00:00Z,04/07 14:00,442.0,,,2020-04-07T18:00:00Z,144264.0,,,16957.0,,,,,,,,,,,,,,,06,1092,11943,158864,13035,144264,,68,0,4e2060cf2e32c8095f2b77c6f332306dcaf7e079,0,0,0,0,0,
20200407,CA,15865.0,,115364.0,14100.0,totalTestsViral,131229.0,2611.0,,1108.0,,,,,4/7/2020 18:00,2020-04-07T18:00:00Z,04/07 14:00,374.0,,,2020-04-07T18:00:00Z,131229.0,,,15865.0,,,,,,,,,,,,,,,06,1529,12269,145329,13798,131229,,31,0,d6c1a20035e9615080a498c40bc2a59754998540,0,0,0,0,0,
20200406,CA,14336.0,,103095.0,15000.0,totalTestsViral,117431.0,2509.0,,1085.0,,,,,4/6/2020 00:00,2020-04-06T00:00:00Z,04/05 20:00,343.0,,,2020-04-06T00:00:00Z,117431.0,,,14336.0,,,,,,,,,,,,,,,06,898,0,132431,898,117431,,24,0,8735962cb3e8f854b8df3496cb2960be60923a7d,0,0,0,0,0,
20200405,CA,13438.0,,103095.0,15000.0,totalTestsViral,116533.0,2398.0,,1040.0,,,,,4/4/2020 00:00,2020-04-04T00:00:00Z,04/03 20:00,319.0,,,2020-04-04T00:00:00Z,116533.0,,,13438.0,,,,,,,,,,,,,,,06,1412,1421,131533,2833,116533,,43,0,dc4b84938d2b70963c242577dd51610c162dd434,0,0,0,0,0,
20200404,CA,12026.0,,101674.0,13000.0,totalTestsViral,113700.0,2300.0,,1008.0,,,,,4/2/2020 00:00,2020-04-02T00:00:00Z,04/01 20:00,276.0,,,2020-04-02T00:00:00Z,113700.0,,,12026.0,,,,,,,,,,,,,,,06,1325,77075,126700,78400,113700,,39,0,677e7bdf562dacd358c8b71b2f8178b661af56a6,0,0,0,0,0,
20200403,CA,10701.0,,24599.0,59500.0,totalTestsViral,35300.0,2188.0,,901.0,,,,,4/2/2020 00:00,2020-04-02T00:00:00Z,04/01 20:00,237.0,,,2020-04-02T00:00:00Z,35300.0,,,10701.0,,,,,,,,,,,,,,,06,1510,790,94800,2300,35300,,34,0,1551d6371405b3060d1bf7cef898d5df4bf95af6,0,0,0,0,0,
20200402,CA,9191.0,,23809.0,59500.0,totalTestsViral,33000.0,1922.0,,816.0,,,,,4/2/2020 00:00,2020-04-02T00:00:00Z,04/01 20:00,203.0,,,2020-04-02T00:00:00Z,33000.0,,,9191.0,,,,,,,,,,,,,,,06,1036,2037,92500,3073,33000,,32,0,26b3f1e1b327de34e9b504a60541401a4096b6ed,0,0,0,0,0,
20200401,CA,8155.0,,21772.0,57400.0,totalTestsViral,29927.0,1855.0,,774.0,,,,,3/31/2020 00:00,2020-03-31T00:00:00Z,03/30 20:00,171.0,,,2020-03-31T00:00:00Z,29927.0,,,8155.0,,,,,,,,,,,,,,,06,673,0,87327,673,29927,,18,0,a85b92f2953eb182476ace958a7a951c6c2c405d,0,0,0,0,0,
20200331,CA,7482.0,,21772.0,57400.0,totalTestsViral,29254.0,1617.0,,657.0,,,,,3/31/2020 16:00,2020-03-31T16:00:00Z,03/31 12:00,153.0,,,2020-03-31T16:00:00Z,29254.0,,,7482.0,,,,,,,,,,,,,,,06,1035,1223,86654,2258,29254,,20,0,74ee43e874e4e4a831d0c64d26af64dedb56c7f5,0,0,0,0,0,
20200330,CA,6447.0,,20549.0,64400.0,totalTestsViral,26996.0,1432.0,,597.0,,,,,3/30/2020 00:00,2020-03-30T00:00:00Z,03/29 20:00,133.0,,,2020-03-30T00:00:00Z,26996.0,,,6447.0,,,,,,,,,,,,,,,06,739,0,91396,739,26996,,10,0,1f8acc953d41298994cc2cd7a3081abe1d41b66e,0,0,0,0,0,
20200329,CA,5708.0,,20549.0,64400.0,totalTestsViral,26257.0,1034.0,,410.0,,,,,3/29/2020 14:18,2020-03-29T14:18:00Z,03/29 10:18,123.0,,,2020-03-29T14:18:00Z,26257.0,,,5708.0,,,,,,,,,,,,,,,06,1065,0,90657,1065,26257,,22,0,a96b1a9cac25dd4b3fa3ae9b05c55db452b39c76,0,0,0,0,0,
20200328,CA,4643.0,,20549.0,64400.0,totalTestsViral,25192.0,1034.0,,410.0,,,,,3/27/2020 17:00,2020-03-27T17:00:00Z,03/27 13:00,101.0,,,2020-03-27T17:00:00Z,25192.0,,,4643.0,,,,,,,,,,,,,,,06,764,3169,89592,3933,25192,,23,0,77bc80b79bc20e2452028979f4d7e957ef1721d9,0,0,0,0,0,
20200327,CA,3879.0,,17380.0,57400.0,totalTestsViral,21259.0,746.0,,200.0,,,,,3/27/2020 00:00,2020-03-27T00:00:00Z,03/26 20:00,78.0,,,2020-03-27T00:00:00Z,21259.0,,,3879.0,,,,,,,,,,,,,,,06,873,0,78659,873,21259,,13,0,d223ade5d8f2bd1bbdf1b64d7db3c2cbc1b67fba,0,0,0,0,0,
20200326,CA,3006.0,,17380.0,57400.0,totalTestsViral,20386.0,,,,,,,,3/25/2020 17:00,2020-03-25T17:00:00Z,03/25 13:00,65.0,,,2020-03-25T17:00:00Z,20386.0,,,3006.0,,,,,,,,,,,,,,,06,651,1459,77786,2110,20386,,12,0,62932c67956131e2c5f9acd6efff97316b9da25a,0,0,0,0,0,
20200325,CA,2355.0,,15921.0,48600.0,totalTestsViral,18276.0,,,,,,,,3/24/2020 00:00,2020-03-24T00:00:00Z,03/23 20:00,53.0,,,2020-03-24T00:00:00Z,18276.0,,,2355.0,,,,,,,,,,,,,,,06,253,2469,66876,2722,18276,,13,0,01c3d1056562a0f28835acd79ede453e41709f59,0,0,0,0,0,
20200324,CA,2102.0,,13452.0,12100.0,totalTestsViral,15554.0,,,,,,,,3/24/2020 00:00,2020-03-24T00:00:00Z,03/23 20:00,40.0,,,2020-03-24T00:00:00Z,15554.0,,,2102.0,,,,,,,,,,,,,,,06,369,885,27654,1254,15554,,13,0,cd7cb20e548dd724204197244d6161773e40ea29,0,0,0,0,0,
20200323,CA,1733.0,,12567.0,12100.0,totalTestsViral,14300.0,,,,,,,,3/23/2020 00:00,2020-03-23T00:00:00Z,03/22 20:00,27.0,,,2020-03-23T00:00:00Z,14300.0,,,1733.0,,,,,,,,,,,,,,,06,197,1263,26400,1460,14300,,0,0,90786533d921e594863ed412cdf76e77e31ec16a,0,0,0,0,0,
20200322,CA,1536.0,,11304.0,,totalTestsViral,12840.0,,,,,,,,3/22/2020 13:34,2020-03-22T13:34:00Z,03/22 09:34,27.0,,,2020-03-22T13:34:00Z,12840.0,,,1536.0,,,,,,,,,,,,,,,06,257,55,12840,312,12840,,3,0,30380b70060e9855447018576f04fff6cab5a6a4,0,0,0,0,0,
20200321,CA,1279.0,,11249.0,,totalTestsViral,12528.0,,,,,,,,3/21/2020 00:00,2020-03-21T00:00:00Z,03/20 20:00,24.0,,,2020-03-21T00:00:00Z,12528.0,,,1279.0,,,,,,,,,,,,,,,06,216,825,12528,1041,12528,,4,0,830983993218fb387e525a91ad2b902ed191e1fe,0,0,0,0,0,
20200320,CA,1063.0,,10424.0,,totalTestsViral,11487.0,,,,,,,,3/20/2020 14:41,2020-03-20T14:41:00Z,03/20 10:41,20.0,,,2020-03-20T14:41:00Z,11487.0,,,1063.0,,,,,,,,,,,,,,,06,139,1637,11487,1776,11487,,2,0,cd65a281f9d8fc87823cb71742b4b5e5fe94bb26,0,0,0,0,0,
20200319,CA,924.0,,8787.0,,totalTestsViral,9711.0,,,,,,,,3/19/2020 14:25,2020-03-19T14:25:00Z,03/19 10:25,18.0,,,2020-03-19T14:25:00Z,9711.0,,,924.0,,,,,,,,,,,,,,,06,313,806,9711,1119,9711,,5,0,855b4eacff9b25bd63b8146f10ca394499b95349,0,0,0,0,0,
20200318,CA,611.0,,7981.0,,totalTestsViral,8592.0,,,,,,,,3/17/2020 21:00,2020-03-17T21:00:00Z,03/17 17:00,13.0,,,2020-03-17T21:00:00Z,8592.0,,,611.0,,,,,,,,,,,,,,,06,128,0,8592,128,8592,,2,0,8f558a2ad9c6dec4402284bd2b359bf6477485bd,0,0,0,0,0,
20200317,CA,483.0,,7981.0,,totalTestsViral,8464.0,,,,,,,,3/16/2020 21:00,2020-03-16T21:00:00Z,03/16 17:00,11.0,,,2020-03-16T21:00:00Z,8464.0,,,483.0,,,,,,,,,,,,,,,06,148,0,8464,148,8464,,5,0,35be563e1fe4520b503ecf30a8bb87bf8b61eff4,0,0,0,0,0,
20200316,CA,335.0,,7981.0,,totalTestsViral,8316.0,,,,,,,,3/16/2020 15:10,2020-03-16T15:10:00Z,03/16 11:10,6.0,,,2020-03-16T15:10:00Z,8316.0,,,335.0,,,,,,,,,,,,,,,06,42,7065,8316,7107,8316,,1,0,4cc065023cb051eb24fc95b1eeab593a8959d226,0,0,0,0,0,
20200315,CA,293.0,,916.0,,totalTestsViral,1209.0,,,,,,,,3/14/2020 11:00,2020-03-14T11:00:00Z,03/14 07:00,5.0,,,2020-03-14T11:00:00Z,1209.0,,,293.0,,,,,,,,,,,,,,,06,41,0,1209,41,1209,,0,0,8da19f4168ecdf5b39e0933596ea160ed1f29777,0,0,0,0,0,
20200314,CA,252.0,,916.0,,totalTestsViral,1168.0,,,,,,,,3/13/2020 11:00,2020-03-13T11:00:00Z,03/13 07:00,5.0,,,2020-03-13T11:00:00Z,1168.0,,,252.0,,,,,,,,,,,,,,,06,50,0,1168,50,1168,,1,0,ef85fea430bcd72f1989953c1b2249d51ca22155,0,0,0,0,0,
20200313,CA,202.0,,916.0,,totalTestsViral,1118.0,,,,,,,,3/12/2020 10:00,2020-03-12T10:00:00Z,03/12 06:00,4.0,,,2020-03-12T10:00:00Z,1118.0,,,202.0,,,,,,,,,,,,,,,06,0,0,1118,0,1118,,0,0,ccd7f71d2f5a632b0ff76c75210571fad06531ad,0,0,0,0,0,
20200312,CA,202.0,,916.0,,totalTestsViral,1118.0,,,,,,,,3/12/2020 10:00,2020-03-12T10:00:00Z,03/12 06:00,4.0,,,2020-03-12T10:00:00Z,1118.0,,,202.0,,,,,,,,,,,,,,,06,45,0,1118,45,1118,,4,0,cc68eb8fb04060add5b4558d1340f572a8126273,0,0,0,0,0,
20200311,CA,157.0,,916.0,,totalTestsViral,1073.0,,,,,,,,,,,,,,,1073.0,,,157.0,,,,,,,,,,,,,,,06,24,226,1073,250,1073,,0,0,0a0dee3d1a21828e12a529a566bdef22f9e50b72,0,0,0,0,0,
20200310,CA,133.0,,690.0,,totalTestsViral,823.0,,,,,,,,,,,,,,,823.0,,,133.0,,,,,,,,,,,,,,,06,19,0,823,19,823,,0,0,e047dbb40e72c843514a3ed8338d7a5bb50e1ebd,0,0,0,0,0,
20200309,CA,114.0,,690.0,,totalTestsViral,804.0,,,,,,,,,,,,,,,804.0,,,114.0,,,,,,,,,,,,,,,06,26,228,804,254,804,,0,0,9fc79957ea2bede6a73a51640368c467589b56eb,0,0,0,0,0,
20200308,CA,88.0,,462.0,,totalTestsViral,550.0,,,,,,,,,,,,,,,550.0,,,88.0,,,,,,,,,,,,,,,06,19,0,550,19,550,,0,0,32c01c9818d9d58889168f661d1b2ec4a9336a98,0,0,0,0,0,
20200307,CA,69.0,,462.0,,totalTestsViral,531.0,,,,,,,,,,,,,,,531.0,,,69.0,,,,,,,,,,,,,,,06,9,0,531,9,531,,0,0,1f70bcab9c5370a1b81ffac6daaf374a941caac5,0,0,0,0,0,
20200306,CA,60.0,,462.0,,totalTestsViral,522.0,,,,,,,,,,,,,,,522.0,,,60.0,,,,,,,,,,,,,,,06,7,0,522,7,522,,0,0,b467e72f47b966bc063738972f6c2e31051919db,0,0,0,0,0,
20200305,CA,53.0,,462.0,,totalTestsViral,515.0,,,,,,,,,,,,,,,515.0,,,53.0,,,,,,,,,,,,,,,06,0,0,515,0,515,,0,0,f5e787e564f7a4076d147f14c84f77d4312da17a,0,0,0,0,0,
20200304,CA,53.0,,462.0,,totalTestsViral,515.0,,,,,,,,,,,,,,,515.0,,,53.0,,,,,,,,,,,,,,,06,0,0,515,0,515,,0,0,41904137a1c45bac0dc5ce126945ed92c92bbde5,0,0,0,0,0,
20210307,NY,1681169.0,,,,totalTestEncountersViral,39695100.0,4789.0,,999.0,,682.0,,,3/6/2021 14:00,2021-03-06T14:00:00Z,03/06 09:00,39029.0,,150100.0,2021-03-06T14:00:00Z,,,,,,,39695100.0,,,,,,,,,,,,36,6789,0,1681169,227768,1681169,,59,0,8b1ad6376deb03844d4e5e3f615197da1b3a214e,0,0,0,0,0,
20210306,NY,1674380.0,,,,totalTestEncountersViral,39467332.0,4954.0,,1012.0,,694.0,,,3/5/2021 14:00,2021-03-05T14:00:00Z,03/05 09:00,38970.0,,149481.0,2021-03-05T14:00:00Z,,,,,,,39467332.0,,,,,,,,,,,,36,7647,0,1674380,273132,1674380,,79,0,c7ae8ab7600d0db452429e5692968b185e90d1de,0,0,0,0,0,
20210305,NY,1666733.0,,,,totalTestEncountersViral,39194200.0,5034.0,,1030.0,,700.0,,,3/4/2021 14:00,2021-03-04T14:00:00Z,03/04 09:00,38891.0,,148923.0,2021-03-04T14:00:00Z,,,,,,,39194200.0,,,,,,,,,,,,36,8956,0,1666733,296935,1666733,,95,0,99bf166f33908a152c9badb3464d1899821323a5,0,0,0,0,0,
20210304,NY,1657777.0,,,,totalTestEncountersViral,38897265.0,5177.0,,1043.0,,712.0,,,3/3/2021 14:00,2021-03-03T14:00:00Z,03/03 09:00,38796.0,,148355.0,2021-03-03T14:00:00Z,,,,,,,38897265.0,,,,,,,,,,,,36,7593,0,1657777,270089,1657777,,61,0,39d0cec8753202639bdd32abdd228cc6c891d862,0,0,0,0,0,
20210303,NY,1650184.0,,,,totalTestEncountersViral,38627176.0,5323.0,,1047.0,,735.0,,,3/2/2021 14:00,2021-03-02T14:00:00Z,03/02 09:00,38735.0,,147730.0,2021-03-02T14:00:00Z,,,,,,,38627176.0,,,,,,,,,,,,36,7704,0,1650184,218069,1650184,,75,0,91cc3a4e0e57073b8997de61de8a6e385cf66599,0,0,0,0,0,
20210302,NY,1642480.0,,,,totalTestEncountersViral,38409107.0,5369.0,,1076.0,,747.0,,,3/1/2021 14:00,2021-03-01T14:00:00Z,03/01 09:00,38660.0,,147149.0,2021-03-01T14:00:00Z,,,,,,,38409107.0,,,,,,,,,,,,36,5800,0,1642480,128034,1642480,,83,0,8c6198e40e45f524ec352203b498d6fffd3486e6,0,0,0,0,0,
20210301,NY,1636680.0,,,,totalTestEncountersViral,38281073.0,5307.0,,1065.0,,741.0,,,2/28/2021 14:00,2021-02-28T14:00:00Z,02/28 09:00,38577.0,,146811.0,2021-02-28T14:00:00Z,,,,,,,38281073.0,,,,,,,,,,,,36,6235,0,1636680,174158,1636680,,80,0,78277eb2201d0c1d894b740b1af608938ee623f5,0,0,0,0,0,
20210228,NY,1630445.0,,,,totalTestEncountersViral,38106915.0,5259.0,,1083.0,,728.0,,,2/27/2021 14:00,2021-02-27T14:00:00Z,02/27 09:00,38497.0,,146374.0,2021-02-27T14:00:00Z,,,,,,,38106915.0,,,,,,,,,,,,36,7580,0,1630445,273720,1630445,,90,0,25097ad774d724fbe21bdf0a7a1a83925eaaeceb,0,0,0,0,0,
20210227,NY,1622865.0,,,,totalTestEncountersViral,37833195.0,5445.0,,1121.0,,753.0,,,2/26/2021 14:00,2021-02-26T14:00:00Z,02/26 09:00,38407.0,,145672.0,2021-02-26T14:00:00Z,,,,,,,37833195.0,,,,,,,,,,,,36,8141,0,1622865,285307,1622865,,86,0,8213812ef531f39401059ba515ae6638cce8bdaa,0,0,0,0,0,
20210226,NY,1614724.0,,,,totalTestEncountersViral,37547888.0,5626.0,,1132.0,,771.0,,,2/25/2021 14:00,2021-02-25T14:00:00Z,02/25 09:00,38321.0,,144991.0,2021-02-25T14:00:00Z,,,,,,,37547888.0,,,,,,,,,,,,36,8204,0,1614724,291189,1614724,,94,0,41f278ed3f89e7b546ff4be0ef3a60d05182aa79,0,0,0,0,0,
20210225,NY,1606520.0,,,,totalTestEncountersViral,37256699.0,5703.0,,1124.0,,774.0,,,2/24/2021 14:00,2021-02-24T14:00:00Z,02/24 09:00,38227.0,,144322.0,2021-02-24T14:00:00Z,,,,,,,37256699.0,,,,,,,,,,,,36,8746,0,1606520,278942,1606520,,92,0,3f08d18b3b13dd42d5b7eb94045dfa7be80bd127,0,0,0,0,0,
20210224,NY,1597774.0,,,,totalTestEncountersViral,36977757.0,5876.0,,1154.0,,800.0,,,2/23/2021 14:00,2021-02-23T14:00:00Z,02/23 09:00,38135.0,,143659.0,2021-02-23T14:00:00Z,,,,,,,36977757.0,,,,,,,,,,,,36,6189,0,1597774,216813,1597774,,104,0,d911fe073e334ecb7fb1ebe9c7b44352d4649f9c,0,0,0,0,0,
20210223,NY,1591585.0,,,,totalTestEncountersViral,36760944.0,5977.0,,1176.0,,799.0,,,2/22/2021 14:00,2021-02-22T14:00:00Z,02/22 09:00,38031.0,,143071.0,2021-02-22T14:00:00Z,,,,,,,36760944.0,,,,,,,,,,,,36,6654,0,1591585,157333,1591585,,90,0,49c41ca64ae11629283be5a25b879a43d41e471c,0,0,0,0,0,
20210222,NY,1584931.0,,,,totalTestEncountersViral,36603611.0,5804.0,,1148.0,,780.0,,,2/21/2021 14:00,2021-02-21T14:00:00Z,02/21 09:00,37941.0,,142724.0,2021-02-21T14:00:00Z,,,,,,,36603611.0,,,,,,,,,,,,36,6146,0,1584931,142019,1584931,,90,0,5c76f45c0e7ed6c77c245b7ce72166a307709cf7,0,0,0,0,0,
20210221,NY,1578785.0,,,,totalTestEncountersViral,36461592.0,5764.0,,1162.0,,794.0,,,2/20/2021 14:00,2021-02-20T14:00:00Z,02/20 09:00,37851.0,,142307.0,2021-02-20T14:00:00Z,,,,,,,36461592.0,,,,,,,,,,,,36,6610,0,1578785,221157,1578785,,75,0,67873d1b2c3b2c813a6aea98a9c5345b5044ab19,0,0,0,0,0,
20210220,NY,1572175.0,,,,totalTestEncountersViral,36240435.0,5977.0,,1162.0,,801.0,,,2/19/2021 14:00,2021-02-19T14:00:00Z,02/19 09:00,37776.0,,141592.0,2021-02-19T14:00:00Z,,,,,,,36240435.0,,,,,,,,,,,,36,7692,0,1572175,251645,1572175,,101,0,67c325682ce6e94c3980eb00caa6dd808a89fde7,0,0,0,0,0,
20210219,NY,1564483.0,,,,totalTestEncountersViral,35988790.0,6155.0,,1199.0,,834.0,,,2/18/2021 14:00,2021-02-18T14:00:00Z,02/18 09:00,37675.0,,140968.0,2021-02-18T14:00:00Z,,,,,,,35988790.0,,,,,,,,,,,,36,8710,0,1564483,249248,1564483,,119,0,e30c47fadd0aec1f78a0f9db2b2ed8ca8cf4bb45,0,0,0,0,0,
20210218,NY,1555773.0,,,,totalTestEncountersViral,35739542.0,6434.0,,1258.0,,863.0,,,2/17/2021 14:00,2021-02-17T14:00:00Z,02/17 09:00,37556.0,,140215.0,2021-02-17T14:00:00Z,,,,,,,35739542.0,,,,,,,,,,,,36,6794,0,1555773,215731,1555773,,116,0,a85d6695901106b92c063294cd708268008c2153,0,0,0,0,0,
20210217,NY,1548979.0,,,,totalTestEncountersViral,35523811.0,6574.0,,1273.0,,854.0,,,2/16/2021 14:00,2021-02-16T14:00:00Z,02/16 09:00,37440.0,,139544.0,2021-02-16T14:00:00Z,,,,,,,35523811.0,,,,,,,,,,,,36,6092,0,1548979,169963,1548979,,112,0,d24a4097b921af9ac5b5fa6c982b8d1de185ad4f,0,0,0,0,0,
20210216,NY,1542887.0,,,,totalTestEncountersViral,35353848.0,6620.0,,1271.0,,878.0,,,2/15/2021 14:00,2021-02-15T14:00:00Z,02/15 09:00,37328.0,,138975.0,2021-02-15T14:00:00Z,,,,,,,35353848.0,,,,,,,,,,,,36,6753,0,1542887,136392,1542887,,107,0,abecfa37fd6f36b919a046d57c8f8aa601a5388f,0,0,0,0,0,
20210215,NY,1536134.0,,,,totalTestEncountersViral,35217456.0,6623.0,,1270.0,,875.0,,,2/14/2021 14:00,2021-02-14T14:00:00Z,02/14 09:00,37221.0,,138542.0,2021-02-14T14:00:00Z,,,,,,,35217456.0,,,,,,,,,,,,36,6365,0,1536134,180504,1536134,,103,0,72558029f696f6e13c505361d1d9c3aeb397bc71,0,0,0,0,0,
20210214,NY,1529769.0,,,,totalTestEncountersViral,35036952.0,6593.0,,1285.0,,881.0,,,2/13/2021 14:00,2021-02-13T14:00:00Z,02/13 09:00,37118.0,,138050.0,2021-02-13T14:00:00Z,,,,,,,35036952.0,,,,,,,,,,,,36,8316,0,1529769,234708,1529769,,109,0,bf3636a04d728d2e2b09fe4a2fae209935533698,0,0,0,0,0,
20210213,NY,1521453.0,,,,totalTestEncountersViral,34802244.0,6888.0,,1328.0,,908.0,,,2/12/2021 14:00,2021-02-12T14:00:00Z,02/12 09:00,37009.0,,137276.0,2021-02-12T14:00:00Z,,,,,,,34802244.0,,,,,,,,,,,,36,8763,0,1521453,253563,1521453,,127,0,542b93c8702d654de913c787526c08fd24c255c3,0,0,0,0,0,
20210212,NY,1512690.0,,,,totalTestEncountersViral,34548681.0,7068.0,,1358.0,,941.0,,,2/11/2021 14:00,2021-02-11T14:00:00Z,02/11 09:00,36882.0,,136491.0,2021-02-11T14:00:00Z,,,,,,,34548681.0,,,,,,,,,,,,36,8404,0,1512690,237134,1512690,,139,0,22ba78b45126a7d869cc1613edcc0b2d8492a7ae,0,0,0,0,0,
